"path";"id";"parent_id";"level";"object_id";"object_type";"query_status";"query_time";"query_type";"id";"created_time";"status_type";"type";"properties.0.text";"message";"link";"permalink_url";"comments.summary.total_count";"shares.count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"wow.summary.total_count";"haha.summary.total_count";"sad.summary.total_count";"angry.summary.total_count"
"jairmessias.bolsonaro/211857482296579_821025451673723";"33";"1";"1";"211857482296579_821025451673723";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_821025451673723";"2019-12-11T12:32:30+0000";"added_video";"video";"01:52";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/821025451673723/";"https://www.facebook.com/jairmessias.bolsonaro/videos/821025451673723/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_821025451673723/211857482296579_821025451673723";"652";"33";"2";"211857482296579_821025451673723";"data";"fetched (200)";"2020-05-26 13:08:52.216864";"Facebook:/<post-id>";"211857482296579_821025451673723";"";"";"";"";"";"";"";"4119";"4218";"44916";"38240";"6388";"182";"65";"12";"29"
"jairmessias.bolsonaro/211857482296579_469698130351456";"34";"1";"1";"211857482296579_469698130351456";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_469698130351456";"2019-12-11T11:55:13+0000";"added_video";"video";"00:39";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/469698130351456/";"https://www.facebook.com/jairmessias.bolsonaro/videos/469698130351456/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_469698130351456/211857482296579_469698130351456";"653";"34";"2";"211857482296579_469698130351456";"data";"fetched (200)";"2020-05-26 13:08:52.547438";"Facebook:/<post-id>";"211857482296579_469698130351456";"";"";"";"";"";"";"";"2882";"1108";"20150";"17564";"2473";"51";"46";"4";"12"
"jairmessias.bolsonaro/211857482296579_1156154527908828";"35";"1";"1";"211857482296579_1156154527908828";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_1156154527908828";"2019-12-09T14:27:18+0000";"added_video";"video";"28:52";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/1156154527908828/";"https://www.facebook.com/jairmessias.bolsonaro/videos/1156154527908828/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1156154527908828/211857482296579_1156154527908828";"654";"35";"2";"211857482296579_1156154527908828";"data";"fetched (200)";"2020-05-26 13:08:52.870099";"Facebook:/<post-id>";"211857482296579_1156154527908828";"";"";"";"";"";"";"";"10496";"16385";"61261";"53598";"6894";"248";"310";"65";"146"
"jairmessias.bolsonaro/211857482296579_1825328694268827";"36";"1";"1";"211857482296579_1825328694268827";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_1825328694268827";"2019-12-09T11:37:36+0000";"added_video";"video";"02:02";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/1825328694268827/";"https://www.facebook.com/jairmessias.bolsonaro/videos/1825328694268827/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1825328694268827/211857482296579_1825328694268827";"655";"36";"2";"211857482296579_1825328694268827";"data";"fetched (200)";"2020-05-26 13:08:53.167684";"Facebook:/<post-id>";"211857482296579_1825328694268827";"";"";"";"";"";"";"";"3561";"1065";"24377";"20973";"3192";"46";"134";"7";"25"
"jairmessias.bolsonaro/211857482296579_1696043560544623";"37";"1";"1";"211857482296579_1696043560544623";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_1696043560544623";"2019-12-08T00:55:40+0000";"added_video";"video";"01:18";"- Formatura de Guardas-Marinha. - Escola Naval, Rio de Janeiro.";"https://www.facebook.com/jairmessias.bolsonaro/videos/595990921208865/";"https://www.facebook.com/211857482296579/posts/1696043560544623/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1696043560544623/211857482296579_1696043560544623";"656";"37";"2";"211857482296579_1696043560544623";"data";"fetched (200)";"2020-05-26 13:08:53.608128";"Facebook:/<post-id>";"211857482296579_1696043560544623";"";"";"";"";"";"";"";"2292";"7483";"46944";"41811";"4776";"272";"59";"4";"22"
"jairmessias.bolsonaro/211857482296579_510532002872026";"38";"1";"1";"211857482296579_510532002872026";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_510532002872026";"2019-12-07T17:34:51+0000";"added_video";"video";"03:39";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/510532002872026/";"https://www.facebook.com/jairmessias.bolsonaro/videos/510532002872026/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_510532002872026/211857482296579_510532002872026";"657";"38";"2";"211857482296579_510532002872026";"data";"fetched (200)";"2020-05-26 13:08:54.302039";"Facebook:/<post-id>";"211857482296579_510532002872026";"";"";"";"";"";"";"";"4709";"1510";"28865";"23965";"4599";"79";"158";"14";"50"
"jairmessias.bolsonaro/211857482296579_485038742122777";"39";"1";"1";"211857482296579_485038742122777";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_485038742122777";"2019-12-05T22:00:39+0000";"added_video";"video";"07:13";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/485038742122777/";"https://www.facebook.com/jairmessias.bolsonaro/videos/485038742122777/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_485038742122777/211857482296579_485038742122777";"658";"39";"2";"211857482296579_485038742122777";"data";"fetched (200)";"2020-05-26 13:08:54.524750";"Facebook:/<post-id>";"211857482296579_485038742122777";"";"";"";"";"";"";"";"13030";"7204";"72434";"60796";"8683";"160";"2665";"25";"105"
"jairmessias.bolsonaro/211857482296579_1693077447507901";"40";"1";"1";"211857482296579_1693077447507901";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_1693077447507901";"2019-12-05T19:46:40+0000";"added_photos";"photo";"";"- Missão cumprida na cúpula do MERCOSUL. - Logo mais, Maracanã, Flamengo x Avaí.";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1693077410841238/?type=3";"https://www.facebook.com/211857482296579/posts/1693077447507901/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1693077447507901/211857482296579_1693077447507901";"659";"40";"2";"211857482296579_1693077447507901";"data";"fetched (200)";"2020-05-26 13:08:54.817641";"Facebook:/<post-id>";"211857482296579_1693077447507901";"";"";"";"";"";"";"";"7622";"5382";"141607";"123842";"15465";"389";"1727";"29";"155"
"jairmessias.bolsonaro/211857482296579_1692694834212829";"41";"1";"1";"211857482296579_1692694834212829";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_1692694834212829";"2019-12-05T12:57:51+0000";"added_video";"video";"01:19";"Bento Gonçalves/RS";"https://www.facebook.com/jairmessias.bolsonaro/videos/2758476137528523/";"https://www.facebook.com/211857482296579/posts/1692694834212829/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1692694834212829/211857482296579_1692694834212829";"660";"41";"2";"211857482296579_1692694834212829";"data";"fetched (200)";"2020-05-26 13:08:55.226803";"Facebook:/<post-id>";"211857482296579_1692694834212829";"";"";"";"";"";"";"";"4207";"11221";"66310";"58745";"6818";"497";"187";"14";"49"
"jairmessias.bolsonaro/211857482296579_573168013254506";"42";"1";"1";"211857482296579_573168013254506";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_573168013254506";"2019-12-05T12:47:48+0000";"added_video";"video";"01:12";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/573168013254506/";"https://www.facebook.com/jairmessias.bolsonaro/videos/573168013254506/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_573168013254506/211857482296579_573168013254506";"661";"42";"2";"211857482296579_573168013254506";"data";"fetched (200)";"2020-05-26 13:08:55.538045";"Facebook:/<post-id>";"211857482296579_573168013254506";"";"";"";"";"";"";"";"2149";"1355";"19869";"16964";"2738";"64";"76";"7";"20"
"jairmessias.bolsonaro/211857482296579_1487360124761524";"43";"1";"1";"211857482296579_1487360124761524";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_1487360124761524";"2019-12-05T12:20:14+0000";"added_video";"video";"02:15";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/1487360124761524/";"https://www.facebook.com/jairmessias.bolsonaro/videos/1487360124761524/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1487360124761524/211857482296579_1487360124761524";"662";"43";"2";"211857482296579_1487360124761524";"data";"fetched (200)";"2020-05-26 13:08:55.863019";"Facebook:/<post-id>";"211857482296579_1487360124761524";"";"";"";"";"";"";"";"2939";"1558";"24568";"21570";"2806";"94";"54";"9";"35"
"jairmessias.bolsonaro/211857482296579_434647877424705";"44";"1";"1";"211857482296579_434647877424705";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_434647877424705";"2019-12-04T18:37:32+0000";"added_video";"video";"22:23";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/434647877424705/";"https://www.facebook.com/jairmessias.bolsonaro/videos/434647877424705/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_434647877424705/211857482296579_434647877424705";"663";"44";"2";"211857482296579_434647877424705";"data";"fetched (200)";"2020-05-26 13:08:56.387778";"Facebook:/<post-id>";"211857482296579_434647877424705";"";"";"";"";"";"";"";"17826";"10227";"65040";"53406";"10486";"421";"586";"32";"109"
"jairmessias.bolsonaro/211857482296579_841065336312939";"45";"1";"1";"211857482296579_841065336312939";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_841065336312939";"2019-12-04T11:29:32+0000";"added_video";"video";"24:21";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/841065336312939/";"https://www.facebook.com/jairmessias.bolsonaro/videos/841065336312939/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_841065336312939/211857482296579_841065336312939";"664";"45";"2";"211857482296579_841065336312939";"data";"fetched (200)";"2020-05-26 13:08:56.609627";"Facebook:/<post-id>";"211857482296579_841065336312939";"";"";"";"";"";"";"";"8153";"2896";"38985";"32743";"5857";"104";"178";"25";"78"
"jairmessias.bolsonaro/211857482296579_1690324051116574";"46";"1";"1";"211857482296579_1690324051116574";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_1690324051116574";"2019-12-04T09:36:08+0000";"added_video";"video";"03:58";"- Alexandre Garcia, 04/dezembro.  - ECONOMIA e EDUCAÇÃO.";"https://www.facebook.com/jairmessias.bolsonaro/videos/580799662675608/";"https://www.facebook.com/211857482296579/posts/1690324051116574/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1690324051116574/211857482296579_1690324051116574";"665";"46";"2";"211857482296579_1690324051116574";"data";"fetched (200)";"2020-05-26 13:08:56.935316";"Facebook:/<post-id>";"211857482296579_1690324051116574";"";"";"";"";"";"";"";"2028";"13759";"40688";"37566";"2736";"249";"105";"9";"23"
"jairmessias.bolsonaro/211857482296579_1690156194466693";"47";"1";"1";"211857482296579_1690156194466693";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_1690156194466693";"2019-12-04T06:03:24+0000";"mobile_status_update";"status";"";"- A ANVISA aprovou hoje a autorização de registro de medicamentos à base de Cannabis.  - O cultivo de plantas Cannabis, para fins medicinais, foi arquivado após dois diretores acompanharem o voto do Diretor, Antonio Barra.  - O resultado de hoje garantirá um melhor acesso dos pacientes ao tratamento, mesmo com a não aprovação do cultivo.";"";"https://www.facebook.com/211857482296579/posts/1690156194466693/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1690156194466693/211857482296579_1690156194466693";"666";"47";"2";"211857482296579_1690156194466693";"data";"fetched (200)";"2020-05-26 13:08:57.304866";"Facebook:/<post-id>";"211857482296579_1690156194466693";"";"";"";"";"";"";"";"3484";"4071";"59347";"53498";"4702";"325";"154";"69";"599"
"jairmessias.bolsonaro/211857482296579_1689158701233109";"48";"1";"1";"211857482296579_1689158701233109";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_1689158701233109";"2019-12-03T13:18:27+0000";"mobile_status_update";"status";"";"- PIB cresce 0,6% no trimestre (IBGE).  - Somado a menor taxa de juros da história (5%), o crescimento do investimento (2,9% /ano), entre outros números positivos da indústria, comércio e turismo, a certeza de que estamos no caminho certo.";"";"https://www.facebook.com/211857482296579/posts/1689158701233109/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1689158701233109/211857482296579_1689158701233109";"667";"48";"2";"211857482296579_1689158701233109";"data";"fetched (200)";"2020-05-26 13:08:57.730962";"Facebook:/<post-id>";"211857482296579_1689158701233109";"";"";"";"";"";"";"";"4619";"5031";"59449";"53848";"4399";"331";"756";"23";"92"
"jairmessias.bolsonaro/211857482296579_453048925410649";"49";"1";"1";"211857482296579_453048925410649";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_453048925410649";"2019-12-03T11:19:24+0000";"added_video";"video";"03:05";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/453048925410649/";"https://www.facebook.com/jairmessias.bolsonaro/videos/453048925410649/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_453048925410649/211857482296579_453048925410649";"668";"49";"2";"211857482296579_453048925410649";"data";"fetched (200)";"2020-05-26 13:08:57.961843";"Facebook:/<post-id>";"211857482296579_453048925410649";"";"";"";"";"";"";"";"3902";"1649";"29768";"25622";"3865";"71";"145";"12";"53"
"jairmessias.bolsonaro/211857482296579_1688204521328527";"50";"1";"1";"211857482296579_1688204521328527";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_1688204521328527";"2019-12-02T16:32:50+0000";"added_photos";"photo";"";"- Em 16/11 a seleção feminina de futsal de surdos sagrou-se campeã mundial pela primeira vez na história.   - As campeãs estiveram presentes hoje em evento da CEF para a pessoa com deficiência, a nosso convite.  - A Caixa é atualmente exemplo de inclusão e eficiência, com número cada vez maior de deficientes no quadro de funcionários.";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1688204501328529/?type=3";"https://www.facebook.com/211857482296579/posts/1688204521328527/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1688204521328527/211857482296579_1688204521328527";"669";"50";"2";"211857482296579_1688204521328527";"data";"fetched (200)";"2020-05-26 13:08:58.283202";"Facebook:/<post-id>";"211857482296579_1688204521328527";"";"";"";"";"";"";"";"1653";"2891";"53324";"48644";"4242";"360";"54";"3";"21"
"jairmessias.bolsonaro/211857482296579_1383069365196201";"51";"1";"1";"211857482296579_1383069365196201";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_1383069365196201";"2019-12-02T11:34:22+0000";"added_video";"video";"04:02";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/1383069365196201/";"https://www.facebook.com/jairmessias.bolsonaro/videos/1383069365196201/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1383069365196201/211857482296579_1383069365196201";"670";"51";"2";"211857482296579_1383069365196201";"data";"fetched (200)";"2020-05-26 13:08:58.623093";"Facebook:/<post-id>";"211857482296579_1383069365196201";"";"";"";"";"";"";"";"5418";"2002";"33547";"28452";"4726";"86";"228";"10";"45"
"jairmessias.bolsonaro/211857482296579_1687353601413619";"52";"1";"1";"211857482296579_1687353601413619";"data";"fetched (200)";"2020-05-26 13:08:03.975130";"Facebook:/<page-id>/posts";"211857482296579_1687353601413619";"2019-12-01T21:21:38+0000";"added_video";"video";"01:39";"- SEMANA DO PRESIDENTE. - 25 a 30 de NOVEMBRO.";"https://www.facebook.com/jairmessias.bolsonaro/videos/1586925831446858/";"https://www.facebook.com/211857482296579/posts/1687353601413619/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1687353601413619/211857482296579_1687353601413619";"671";"52";"2";"211857482296579_1687353601413619";"data";"fetched (200)";"2020-05-26 13:08:58.951914";"Facebook:/<post-id>";"211857482296579_1687353601413619";"";"";"";"";"";"";"";"1215";"2591";"21595";"19671";"1730";"128";"43";"2";"21"
